,value,nifty_bm,drawdown,cash,n_open
2024-07-31,1858792.490180827,1598209.65870468,,408934.34783978196,6
2024-08-01,1859560.317783199,1579803.3729420076,,409103.2699123038,7
2024-08-02,1869371.6641267808,1592671.5811793678,,411261.7661078918,7
2024-08-05,1874013.818960027,1589119.6880957144,,412283.04017120594,7
2024-08-06,1896830.300117595,1585563.6806435483,,417302.6660258709,5
2024-08-07,1899949.4635546503,1598134.8746289376,,417988.8819820231,9
2024-08-08,1894116.7192096913,1603968.8456899077,,416705.67822613206,6
2024-08-09,1897184.2957411266,1613337.3445747134,,417380.54506304784,9
2024-08-12,1907045.9227857138,1628854.0267176144,,419550.103012857,8
2024-08-13,1908944.0258030933,1624411.441965518,,419967.6856766805,6
2024-08-14,1910709.8551026366,1615645.7133822467,,420356.16812258004,5
2024-08-15,1900416.99611181,1599668.706014095,,418091.7391445982,7
2024-08-16,1890811.0385207136,1587796.9246236135,,415978.428474557,4
2024-08-19,1869365.1859129027,1632948.1483917886,,411260.3409008386,7
2024-08-20,1898249.499478003,1652942.7101728127,,417614.88988516066,7
2024-08-21,1879280.6006936952,1632421.0851280987,,413441.73215261294,5
2024-08-22,1869302.1954232275,1612598.023582408,,411246.48299311,9
2024-08-23,1858971.5683273126,1620657.3492105203,,408973.7450320088,6
2024-08-26,1874190.703103556,1629763.8480976194,,412321.95468278235,7
2024-08-27,1870579.0021793805,1638946.5837140717,,411527.3804794637,6
2024-08-28,1891502.939031518,1635665.2814742236,,416130.646586934,3
2024-08-29,1881771.780027233,1634402.8497061948,,413989.79160599125,8
2024-08-30,1887325.7360604021,1640180.2275752118,,415211.66193328844,9
2024-09-02,1875019.5230539625,1642207.4633715816,,412504.2950718718,6
2024-09-03,1910295.704580051,1608273.9499680991,,420265.0550076112,4
2024-09-04,1892120.030740283,1605438.4078112051,,416266.4067628622,8
2024-09-05,1898200.3131180617,1593127.3263354045,,417604.0688859736,4
2024-09-06,1909527.0708272448,1596448.213756282,,420095.95558199385,7
2024-09-09,1917350.9614452983,1642393.9303279673,,421817.2115179656,8
2024-09-10,1915443.3025003453,1648817.4575190821,,421397.52655007597,6
2024-09-11,1914440.6140022378,1644598.9052611308,,421176.93508049235,8
2024-09-12,1916263.9224795455,1659691.5773410292,,421578.0629455,7
2024-09-13,1914980.9511804336,1667999.2215019262,,421295.8092596954,5
2024-09-16,1931781.0263892927,1675356.5953637506,,424991.8258056444,9
2024-09-17,1969198.5537240044,1685718.810999374,,433223.68181928096,4
2024-09-18,1961009.2867427855,1719360.977542286,,431422.0430834128,7
2024-09-19,1939314.003035415,1701611.2574191482,,426649.0806677913,5
2024-09-20,1938983.5489502095,1709982.3420481475,,426576.3807690461,8
2024-09-23,1982625.2781262726,1695651.6285761949,,436177.56118778,8
2024-09-24,1970231.4239199117,1705312.3835331136,,433450.9132623806,7
2024-09-25,1998824.3933650546,1691145.463630288,,439741.366540312,6
2024-09-26,2028487.8606647335,1685150.3787867809,,446267.3293462414,8
2024-09-27,2020119.333884972,1681134.0685787066,,444426.2534546938,6
2024-09-30,2031061.0197094076,1697424.6928375112,,446833.4243360697,6
2024-10-01,2060351.7048006733,1712948.1801062478,,453277.3750561481,9
2024-10-02,2054907.048645871,1693396.049869242,,452079.5507020916,6
2024-10-03,2052543.0156400937,1694991.0156726043,,451559.46344082063,3
2024-10-04,2043585.1272624852,1684276.9628515167,,449588.7279977467,9
2024-10-07,2027143.601653913,1664847.4863033975,,445971.59236386087,5
2024-10-08,2017131.8249628586,1662114.3694842472,,443769.0014918289,5
2024-10-09,1997316.5460778498,1657941.487602836,,439409.64013712696,8
2024-10-10,1999053.6312129407,1696859.6854705685,,439791.79886684695,8
2024-10-11,1987129.7311594258,1704551.751232754,,437168.54085507366,6
2024-10-14,1992231.051359886,1682959.5698955962,,438290.8312991749,9
2024-10-15,1967039.0646078133,1674636.7406710486,,432748.5942137189,9
2024-10-16,1973712.2091763008,1691589.325034051,,434216.68601878616,3
2024-10-17,1988840.7057075745,1725861.2738056125,,437544.9552556664,6
2024-10-18,1956289.8411967724,1700582.8573354231,,430383.76506328996,3
2024-10-21,1963644.475379485,1670925.9139021882,,432001.7845834867,6
2024-10-22,1985274.3853698564,1701327.022643631,,436760.3647813684,4
2024-10-23,1966013.355209218,1708338.7607126199,,432522.93814602797,4
2024-10-24,1995104.1899808948,1694964.5507617795,,438922.92179579684,7
2024-10-25,2003367.2363518607,1704285.1206865446,,440740.79199740937,6
2024-10-28,1992523.8092978837,1662326.2967290813,,438355.2380455344,9
2024-10-29,1992734.9427793045,1663077.7801108295,,438401.687411447,8
2024-10-30,2003347.8082047633,1668955.5978083252,,440736.5178050479,5
2024-10-31,2005804.004425053,1684310.9344804578,,441276.88097351167,7
2024-11-01,2016152.8016276034,1668795.0427036574,,443553.61635807273,8
2024-11-04,2001544.3117779396,1670854.382568239,,440339.7485911467,4
2024-11-05,2005586.564627664,1656866.7683831293,,441229.04421808606,6
2024-11-06,1982649.527024846,1661582.4525764857,,436182.8959454661,7
2024-11-07,1981925.0242181509,1648147.2456935036,,436023.5053279932,6
2024-11-08,1967846.9847514883,1642449.6699334371,,432926.33664532745,4
2024-11-11,1956685.3477750267,1627601.520463175,,430470.7765105059,7
2024-11-12,1978378.7112142977,1638353.1213053677,,435243.3164671455,4
2024-11-13,1997877.8809010915,1652402.46724771,,439533.13379824016,3
2024-11-14,2009381.0104864943,1649413.4440016395,,442063.82230702875,4
2024-11-15,1991890.0349943931,1650705.3651462283,,438215.80769876647,9
2024-11-18,1987688.1990922415,1628682.284009206,,437291.4038002931,9
2024-11-19,2009336.768099769,1624729.5891168606,,442054.0889819492,6
2024-11-20,2012922.6179697919,1624637.0707395189,,442842.9759533542,5
2024-11-21,2053773.4756494288,1665768.8756082696,,451830.1646428743,4
2024-11-22,2061830.843106713,1648871.8379447707,,453602.7854834768,8
2024-11-25,2066392.4737257643,1672499.6499567244,,454606.3442196681,9
2024-11-26,2062161.5559118968,1689040.9363316458,,453675.54230061726,5
2024-11-27,2065698.364434187,1694253.3940912883,,454453.64017552114,3
2024-11-28,2064219.337606646,1723270.6933973343,,454128.2542734621,7
2024-11-29,2077840.9636226129,1730086.232418625,,457125.0119969748,7
2024-12-02,2095943.0511240559,1737209.0188193605,,461107.4712472923,9
2024-12-03,2083155.8903356364,1737061.970670942,,458294.29587384005,5
2024-12-04,2060792.2117188226,1757982.9789530083,,453374.286578141,9
2024-12-05,2029823.1504795558,1777033.287179028,,446561.0931055023,7
2024-12-06,2039765.0746295182,1767217.072173973,,448748.316418494,4
2024-12-09,2021817.9646966225,1745811.0397795169,,444799.95223325695,5
2024-12-10,1985992.2196628563,1743177.8049587694,,436918.2883258284,6
2024-12-11,1993703.6648755313,1730661.149685446,,438614.8062726169,4
2024-12-12,2037107.582333888,1730343.6019916115,,448163.66811345535,4
2024-12-13,2038183.9843822403,1751411.6813169539,,448400.47656409285,4
2024-12-16,2053892.6180672683,1744538.5013473632,,451856.37597479904,6
2024-12-17,2056512.4598671747,1744561.4906620982,,452432.74117077846,3
2024-12-18,2055976.6107604117,1746255.8366611078,,452314.85436729057,8
2024-12-19,2073230.6750910964,1761064.2492230232,,456110.74852004123,9
2024-12-20,2069317.7971243642,1724213.1896663094,,455249.9153673601,7
